Atu1711	Essential	COG0018="Arginyl-tRNA synthetase";EC:6.1.1.19="Arginine--tRNA ligase.";Gene_symbol="argS";IMG_pathway="502: L-arginine ligation to tRNA(Arg)";ITERM:00390="arginyl-tRNA synthetase (EC 6.1.1.19)";KEGG_module="M00359: Aminoacyl-tRNA biosynthesis, eukaryotes";KO:K01887="arginyl-tRNA synthetase [EC:6.1.1.19]";Metacyc="TRNA-CHARGING-PWY: tRNA charging";TIGR00456="arginyl-tRNA synthetase";pfam00750="tRNA-synt_1d";pfam03485="Arg_tRNA_synt_N";pfam05746="DALR_1"
Atu3196	Essential	COG0019="Diaminopimelate decarboxylase";EC:4.1.1.17="Ornithine decarboxylase.";Gene_symbol="speF";IMG_pathway="188: Putrescine synthesis from ornithine";ITERM:00495="ornithine decarboxylase (EC 4.1.1.17)";KEGG_module="M00134: Polyamine biosynthesis, arginine => ornithine => putrescine";KO:K01581="ornithine decarboxylase [EC:4.1.1.17]";Metacyc="PWY-6305: putrescine biosynthesis IV";pfam00278="Orn_DAP_Arg_deC";pfam02784="Orn_Arg_deC_N"
Atu3601	Essential	COG0019="Diaminopimelate decarboxylase";EC:4.1.1.20="Diaminopimelate decarboxylase.";Gene_symbol="lysA";IMG_pathway="465: L-lysine synthesis with DAP aminotransferase";ITERM:00442="diaminopimelate decarboxylase (EC 4.1.1.20)";KEGG_module="M00016: Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine";KO:K01586="diaminopimelate decarboxylase [EC:4.1.1.20]";Metacyc="PWY-5097: lysine biosynthesis VI";TIGR01048="diaminopimelate decarboxylase";pfam00278="Orn_DAP_Arg_deC";pfam02784="Orn_Arg_deC_N"
Atu1378	Essential	COG0020="Undecaprenyl pyrophosphate synthase";EC:2.5.1.31="Di-trans,poly-cis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl- diphosphate specific).";Gene_symbol="uppS";ITERM:00633="Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)";KO:K00806="undecaprenyl diphosphate synthase [EC:2.5.1.31]";Metacyc="PWY-5785: di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis";TIGR00055="undecaprenyl diphosphate synthase";pfam01255="Prenyltransf"
Atu3736	Essential	COG0021="Transketolase";EC:2.2.1.1="Transketolase.";Fused_gene="Yes";Gene_symbol="tktA";IMG_pathway="954: RuMP cycle rearrangement pathway - sedoheptulose bisphosphatase variant";ITERM:01496="transketolase (EC 2.2.1.1)";KEGG_module="M00007: Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P";KO:K00615="transketolase [EC:2.2.1.1]";Metacyc="CALVIN-PWY: Calvin-Benson-Bassham cycle";TIGR00232="transketolase, bacterial and yeast";pfam00456="Transketolase_N";pfam02779="Transket_pyr";pfam02780="Transketolase_C"
Atu1947	Essential	COG0051="Ribosomal protein S10";Gene_symbol="rpsJ";ITERM:00293="SSU ribosomal protein S10P";KEGG_module="M00179: Ribosome, archaea";KO:K02946="small subunit ribosomal protein S10";SwissProt="30S ribosomal protein S10";TIGR01049="ribosomal protein S10, bacterial/organelle";pfam00338="Ribosomal_S10"
Atu1374	Essential	COG0052="Ribosomal protein S2";Gene_symbol="rpsB";ITERM:00279="SSU ribosomal protein S2P";KEGG_module="M00178: Ribosome, bacteria";KO:K02967="small subunit ribosomal protein S2";TIGR01011="ribosomal protein S2, bacterial type";pfam00318="Ribosomal_S2"
Atu1171	Essential	COG0054="Riboflavin synthase beta-chain";EC:2.5.1.78="6,7-dimethyl-8-ribityllumazine synthase.";Gene_symbol="ribH";IMG_pathway="293: riboflavin biosynthesis";ITERM:00568="6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)";KEGG_module="M00125: Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD";KO:K00794="6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]";Metacyc="RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)";TIGR00114="6,7-dimethyl-8-ribityllumazine synthase";pfam00885="DMRL_synthase"
Atu2622	Essential	COG0055="F0F1-type ATP synthase, beta subunit";EC:3.6.3.14="H(+)-transporting two-sector ATPase.";Gene_symbol="atpD";ITERM:05507="ATP synthase F1 subcomplex beta subunit";KEGG_module="M00157: F-type ATPase, bacteria";KO:K02112="F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]";Metacyc="PWY-6126: adenosine nucleotides <i>de novo</i> biosynthesis";TIGR01039="ATP synthase, F1 beta subunit";pfam00006="ATP-synt_ab";pfam00306="ATP-synt_ab_C";pfam02874="ATP-synt_ab_N"
Atu2624	Essential	COG0056="F0F1-type ATP synthase, alpha subunit";EC:3.6.3.14="H(+)-transporting two-sector ATPase.";Gene_symbol="atpA";ITERM:05508="ATP synthase F1 subcomplex alpha subunit";KEGG_module="M00164: ATP synthase";KO:K02111="F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]";Metacyc="PWY-6126: adenosine nucleotides <i>de novo</i> biosynthesis";TIGR00962="proton translocating ATP synthase, F1 alpha subunit";pfam00006="ATP-synt_ab";pfam00306="ATP-synt_ab_C";pfam02874="ATP-synt_ab_N"
Atu0686	Essential	COG0060="Isoleucyl-tRNA synthetase";EC:6.1.1.5="Isoleucine--tRNA ligase.";Gene_symbol="ileS";IMG_pathway="494: L-isoleucine ligation to tRNA(Ile)";ITERM:00399="Isoleucyl-tRNA synthetase (EC 6.1.1.5)";KEGG_module="M00359: Aminoacyl-tRNA biosynthesis, eukaryotes";KO:K01870="isoleucyl-tRNA synthetase [EC:6.1.1.5]";Metacyc="TRNA-CHARGING-PWY: tRNA charging";TIGR00392="isoleucyl-tRNA synthetase";pfam00133="tRNA-synt_1";pfam08264="Anticodon_1"
Atu1345	Essential	COG0061="Predicted sugar kinase";EC:2.7.1.23="NAD(+) kinase.";KO:K00858="NAD+ kinase [EC:2.7.1.23]";Metacyc="NADPHOS-DEPHOS-PWY: NAD phosphorylation and dephosphorylation";pfam01513="NAD_kinase"
Atu1324	Essential	COG0064="Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit (PET112 homolog)";EC:6.3.5.6="Asparaginyl-tRNA synthase (glutamine-hydrolyzing).";EC:6.3.5.7="Glutaminyl-tRNA synthase (glutamine-hydrolyzing).";Gene_symbol="gatB";ITERM:01529="aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (EC 6.3.5.-)";KO:K02434="aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]";Metacyc="PWY-5921: L-glutamine biosynthesis II (tRNA-dependent)";TIGR00133="aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit";pfam02637="GatB_Yqey";pfam02934="GatB_N"
Atu0259	Essential	COG0072="Phenylalanyl-tRNA synthetase beta subunit";EC:6.1.1.20="Phenylalanine--tRNA ligase.";Gene_symbol="pheT";ITERM:00403="phenylalanyl-tRNA synthetase beta subunit (EC 6.1.1.20)";KEGG_module="M00360: Aminoacyl-tRNA biosynthesis, prokaryotes";KO:K01890="phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]";Metacyc="TRNA-CHARGING-PWY: tRNA charging";TIGR00472="phenylalanyl-tRNA synthetase, beta subunit, non-spirochete bacterial";pfam01588="tRNA_bind";pfam03147="FDX-ACB";pfam03483="B3_4";pfam03484="B5"
Atu2637	Essential	COG0074="Succinyl-CoA synthetase, alpha subunit";EC:6.2.1.5="Succinate--CoA ligase (ADP-forming).";Gene_symbol="sucD";ITERM:01380="succinyl-CoA synthetase (ADP-forming) alpha subunit (EC 6.2.1.5)";KEGG_module="M00009: Citrate cycle (TCA cycle, Krebs cycle)";KO:K01902="succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]";Metacyc="TCA: TCA cycle I (prokaryotic)";TIGR01019="succinyl-CoA synthetase, alpha subunit";pfam00549="Ligase_CoA";pfam02629="CoA_binding"
Atu1959	Essential	COG0081="Ribosomal protein L1";Gene_symbol="rplA";ITERM:00163="LSU ribosomal protein L1P";KEGG_module="M00178: Ribosome, bacteria";KO:K02863="large subunit ribosomal protein L1";SwissProt="50S ribosomal protein L1";TIGR01169="ribosomal protein L1, bacterial/chloroplast";pfam00687="Ribosomal_L1"
Atu0754	Essential	COG0082="Chorismate synthase";EC:4.2.3.5="Chorismate synthase.";Gene_symbol="aroC";IMG_pathway="519: Archaeal chorismate synthesis";ITERM:00348="chorismate synthase (EC 4.2.3.5)";KEGG_module="M00022: Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate";KO:K01736="chorismate synthase [EC:4.2.3.5]";Metacyc="PWY-6163: chorismate biosynthesis from 3-dehydroquinate";TIGR00033="chorismate synthase";pfam01264="Chorismate_synt"
Atu1956	Essential	COG0085="DNA-directed RNA polymerase, beta subunit/140 kD subunit";EC:2.7.7.6="DNA-directed RNA polymerase.";Gene_symbol="rpoB";ITERM:05626="DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)";KEGG_module="M00183: RNA polymerase, bacteria";KO:K03043="DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]";TIGR02013="DNA-directed RNA polymerase, beta subunit";pfam00562="RNA_pol_Rpb2_6";pfam04560="RNA_pol_Rpb2_7";pfam04561="RNA_pol_Rpb2_2";pfam04563="RNA_pol_Rpb2_1";pfam04565="RNA_pol_Rpb2_3";pfam10385="RNA_pol_Rpb2_45"
Atu1955	Essential	COG0086="DNA-directed RNA polymerase, beta' subunit/160 kD subunit";EC:2.7.7.6="DNA-directed RNA polymerase.";Gene_symbol="rpoC";ITERM:05613="DNA-directed RNA polymerase subunit beta' (EC 2.7.7.6)";KEGG_module="M00183: RNA polymerase, bacteria";KO:K03046="DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]";SwissProt="DNA-directed RNA polymerase subunit beta'";TIGR02386="DNA-directed RNA polymerase, beta' subunit, predominant form";pfam00623="RNA_pol_Rpb1_2";pfam04983="RNA_pol_Rpb1_3";pfam04997="RNA_pol_Rpb1_1";pfam04998="RNA_pol_Rpb1_5";pfam05000="RNA_pol_Rpb1_4"
Atu1946	Essential	COG0087="Ribosomal protein L3";Gene_symbol="rplC";ITERM:00202="LSU ribosomal protein L3P";KEGG_module="M00179: Ribosome, archaea";KO:K02906="large subunit ribosomal protein L3";TIGR03625="50S ribosomal protein L3, bacterial";pfam00297="Ribosomal_L3"
Atu1945	Essential	COG0088="Ribosomal protein L4";Gene_symbol="rplD";ITERM:00203="LSU ribosomal protein L4P";KEGG_module="M00178: Ribosome, bacteria";KO:K02926="large subunit ribosomal protein L4";TIGR03953="50S ribosomal protein L4, bacterial/organelle";pfam00573="Ribosomal_L4"
Atu1944	Essential	COG0089="Ribosomal protein L23";Gene_symbol="rplW";ITERM:00246="LSU ribosomal protein L23P";KEGG_module="M00178: Ribosome, bacteria";KO:K02892="large subunit ribosomal protein L23";pfam00276="Ribosomal_L23"
Atu1941	Essential	COG0091="Ribosomal protein L22";Gene_symbol="rplV";ITERM:00245="LSU ribosomal protein L22P";KEGG_module="M00179: Ribosome, archaea";KO:K02890="large subunit ribosomal protein L22";TIGR01044="ribosomal protein L22, bacterial type";pfam00237="Ribosomal_L22"
Atu1940	Essential	COG0092="Ribosomal protein S3";Gene_symbol="rpsC";ITERM:00281="SSU ribosomal protein S3P";KEGG_module="M00179: Ribosome, archaea";KO:K02982="small subunit ribosomal protein S3";TIGR01009="ribosomal protein S3, bacterial type";pfam00189="Ribosomal_S3_C";pfam07650="KH_2"
Atu1934	Essential	COG0094="Ribosomal protein L5";Gene_symbol="rplE";ITERM:00204="LSU ribosomal protein L5P";KEGG_module="M00179: Ribosome, archaea";KO:K02931="large subunit ribosomal protein L5";pfam00281="Ribosomal_L5";pfam00673="Ribosomal_L5_C"
Atu1932	Essential	COG0096="Ribosomal protein S8";Gene_symbol="rpsH";ITERM:00290="SSU ribosomal protein S8P";KEGG_module="M00178: Ribosome, bacteria";KO:K02994="small subunit ribosomal protein S8";pfam00410="Ribosomal_S8"
Atu1931	Essential	COG0097="Ribosomal protein L6P/L9E";Gene_symbol="rplF";ITERM:00221="LSU ribosomal protein L6P";KEGG_module="M00179: Ribosome, archaea";KO:K02933="large subunit ribosomal protein L6";TIGR03654="ribosomal protein L6, bacterial type";pfam00347="Ribosomal_L6"
Atu1929	Essential	COG0098="Ribosomal protein S5";Gene_symbol="rpsE";ITERM:00284="SSU ribosomal protein S5P";KEGG_module="M00179: Ribosome, archaea";KO:K02988="small subunit ribosomal protein S5";TIGR01021="ribosomal protein S5, bacterial/organelle type";pfam00333="Ribosomal_S5";pfam03719="Ribosomal_S5_C"
Atu1925	Essential	COG0099="Ribosomal protein S13";Gene_symbol="rpsM";ITERM:00302="SSU ribosomal protein S13P";KEGG_module="M00178: Ribosome, bacteria";KO:K02952="small subunit ribosomal protein S13";SwissProt="30S ribosomal protein S13";TIGR03631="30S ribosomal protein S13";pfam00416="Ribosomal_S13"
Atu1924	Essential	COG0100="Ribosomal protein S11";Gene_symbol="rpsK";ITERM:00294="SSU ribosomal protein S11P";KEGG_module="M00178: Ribosome, bacteria";KO:K02948="small subunit ribosomal protein S11";TIGR03632="30S ribosomal protein S11";pfam00411="Ribosomal_S11"
Atu1247	Essential	COG0102="Ribosomal protein L13";Gene_symbol="rplM";ITERM:00230="LSU ribosomal protein L13P";KEGG_module="M00178: Ribosome, bacteria";KO:K02871="large subunit ribosomal protein L13";TIGR01066="ribosomal protein L13, bacterial type";pfam00572="Ribosomal_L13"
Atu1165	Essential	COG0112="Glycine/serine hydroxymethyltransferase";EC:2.1.2.1="Glycine hydroxymethyltransferase.";Gene_symbol="glyA";IMG_pathway="959: Serine cycle";ITERM:00210="serine hydroxymethyltransferase (EC 2.1.2.1)";KEGG_module="M00141: C1-unit interconversion, eukaryotes";KO:K00600="glycine hydroxymethyltransferase [EC:2.1.2.1]";Metacyc="GLYSYN-PWY: glycine biosynthesis I";pfam00464="SHMT"
Atu1161	Essential	COG0113="Delta-aminolevulinic acid dehydratase";EC:4.2.1.24="Porphobilinogen synthase.";Gene_symbol="hemB";IMG_pathway="80: Uroporphyrinogen biosynthesis";ITERM:00115="porphobilinogen synthase (EC 4.2.1.24)";KEGG_module="M00121: Heme biosynthesis, glutamate => protoheme/siroheme";KO:K01698="porphobilinogen synthase [EC:4.2.1.24]";Metacyc="PWY-5189: tetrapyrrole biosynthesis II";pfam00490="ALAD"
Atu1616	Essential	COG0114="Fumarase";EC:4.2.1.2="Fumarate hydratase.";Gene_symbol="fumC";IMG_pathway="962: Glyoxylate from acetyl-CoA via ethylmalonyl-CoA pathway";ITERM:01347="fumarase, class II (EC 4.2.1.2)";KEGG_module="M00374: Dicarboxylate-hydroxybutyrate cycle";KO:K01679="fumarate hydratase, class II [EC:4.2.1.2]";Metacyc="REDCITCYC: TCA cycle III (helicobacter)";TIGR00979="fumarate hydratase, class II";pfam00206="Lyase_1";pfam10415="FumaraseC_C"
Atu1613	Essential	COG0120="Ribose 5-phosphate isomerase";EC:5.3.1.6="Ribose-5-phosphate isomerase.";Gene_symbol="rpiA";IMG_pathway="535: D-allose conversion to D-fructose 6-phosphate";ITERM:01495="ribose-5-phosphate isomerase (EC 5.3.1.6)";KEGG_module="M00165: Reductive pentose phosphate cycle (Calvin cycle)";KO:K01807="ribose 5-phosphate isomerase A [EC:5.3.1.6]";Metacyc="P124-PWY: Bifidobacterium shunt";TIGR00021="ribose 5-phosphate isomerase";pfam06026="Rib_5-P_isom_A"
Atu0676	Essential	COG0124="Histidyl-tRNA synthetase";EC:6.1.1.21="Histidine--tRNA ligase.";Gene_symbol="hisS";IMG_pathway="493: L-histidine ligation to tRNA(His)";ITERM:00386="histidyl-tRNA synthetase (EC 6.1.1.21)";KEGG_module="M00359: Aminoacyl-tRNA biosynthesis, eukaryotes";KO:K01892="histidyl-tRNA synthetase [EC:6.1.1.21]";Metacyc="TRNA-CHARGING-PWY: tRNA charging";TIGR00442="histidyl-tRNA synthetase";pfam03129="HGTP_anticodon";pfam13393="tRNA-synt_His"
Atu1498	Essential	COG0125="Thymidylate kinase";EC:2.7.4.9="dTMP kinase.";Gene_symbol="tmk";IMG_pathway="331: dTDP synthesis";ITERM:01406="thymidylate kinase (EC 2.7.4.9)";KEGG_module="M00053: Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP";KO:K00943="dTMP kinase [EC:2.7.4.9]";Metacyc="PWY-6545: pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II";TIGR00041="thymidylate kinase";pfam02223="Thymidylate_kin"
Atu0642	Essential	COG0128="5-enolpyruvylshikimate-3-phosphate synthase";EC:2.5.1.19="3-phosphoshikimate 1-carboxyvinyltransferase.";Gene_symbol="aroA";IMG_pathway="519: Archaeal chorismate synthesis";ITERM:00342="3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)";KEGG_module="M00022: Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate";KO:K00800="3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]";Metacyc="PWY-6163: chorismate biosynthesis from 3-dehydroquinate";TIGR01356="3-phosphoshikimate 1-carboxyvinyltransferase";pfam00275="EPSP_synthase"
Atu2490	Essential	COG0136="Aspartate-semialdehyde dehydrogenase";EC:1.2.1.11="Aspartate-semialdehyde dehydrogenase.";Gene_symbol="asd";IMG_pathway="465: L-lysine synthesis with DAP aminotransferase";ITERM:00297="aspartate semialdehyde dehydrogenase (EC 1.2.1.11)";KEGG_module="M00017: Methionine biosynthesis, apartate => homoserine => methionine";KO:K00133="aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]";Metacyc="PWY-6559: spermidine biosynthesis II";TIGR01296="aspartate-semialdehyde dehydrogenase (peptidoglycan organisms)";pfam01118="Semialdhyde_dh";pfam02774="Semialdhyde_dhC"
Atu2721	Essential	COG0142="Geranylgeranyl pyrophosphate synthase";EC:2.5.1.1="Dimethylallyltranstransferase.";EC:2.5.1.10="(2E,6E)-farnesyl diphosphate synthase.";Gene_symbol="ispA";ITERM:00778="farnesyl-diphosphate synthase (EC 2.5.1.10)";KEGG_module="M00364: C10-C20 isoprenoid biosynthesis, bacteria";KO:K00795="farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]";Metacyc="PWY-6859: <i>all-trans</i>-farnesol biosynthesis";pfam00348="polyprenyl_synt"
Atu1319	Essential	COG0154="Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases";EC:6.3.5.6="Asparaginyl-tRNA synthase (glutamine-hydrolyzing).";EC:6.3.5.7="Glutaminyl-tRNA synthase (glutamine-hydrolyzing).";Gene_symbol="gatA";ITERM:01528="aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A (EC 6.3.5.-)";KO:K02433="aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]";Metacyc="PWY-5921: L-glutamine biosynthesis II (tRNA-dependent)";TIGR00132="aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit";pfam01425="Amidase"
Atu2613	Essential	COG0156="7-keto-8-aminopelargonate synthetase and related enzymes";EC:2.3.1.37="5-aminolevulinate synthase.";Gene_symbol="hemA";IMG_pathway="77: 5-aminolevulinate synthesis via glycine";ITERM:00112="5-aminolevulinate synthase (EC 2.3.1.37)";KO:K00643="5-aminolevulinate synthase [EC:2.3.1.37]";Metacyc="PWY-5189: tetrapyrrole biosynthesis II";TIGR01821="5-aminolevulinic acid synthase";pfam00155="Aminotran_1_2"
Atu1828	Essential	COG0162="Tyrosyl-tRNA synthetase";EC:6.1.1.1="Tyrosine--tRNA ligase.";Gene_symbol="tyrS";IMG_pathway="507: L-tyrosine ligation to tRNA(Tyr)";ITERM:00400="tyrosyl-tRNA synthetase (EC 6.1.1.1)";KEGG_module="M00359: Aminoacyl-tRNA biosynthesis, eukaryotes";KO:K01866="tyrosyl-tRNA synthetase [EC:6.1.1.1]";Metacyc="TRNA-CHARGING-PWY: tRNA charging";TIGR00234="tyrosyl-tRNA synthetase";pfam00579="tRNA-synt_1b";pfam01479="S4"
Atu3599	Essential	COG0165="Argininosuccinate lyase";EC:4.3.2.1="Argininosuccinate lyase.";Gene_symbol="argH";IMG_pathway="513: L-arginine synthesis via N-acetyl-L-citrulline";ITERM:00435="argininosuccinate lyase (EC 4.3.2.1)";KEGG_module="M00029: Urea cycle";KO:K01755="argininosuccinate lyase [EC:4.3.2.1]";Metacyc="PWY-4984: urea cycle";TIGR00838="argininosuccinate lyase";pfam00206="Lyase_1"
Atu1153	Essential	COG0173="Aspartyl-tRNA synthetase";EC:6.1.1.12="Aspartate--tRNA ligase.";Fused_gene="Yes";IMG_pathway="489: L-aspartate ligation to tRNA(Asp)";ITERM:00393="aspartyl-tRNA synthetase (EC 6.1.1.12)";KEGG_module="M00360: Aminoacyl-tRNA biosynthesis, prokaryotes";KO:K01876="aspartyl-tRNA synthetase [EC:6.1.1.12]";Metacyc="TRNA-CHARGING-PWY: tRNA charging";TIGR00459="aspartyl-tRNA synthetase, bacterial type";pfam00152="tRNA-synt_2";pfam01336="tRNA_anti";pfam02938="GAD"
Atu0349	Essential	COG0180="Tryptophanyl-tRNA synthetase";EC:6.1.1.2="Tryptophan--tRNA ligase.";Gene_symbol="trpS";IMG_pathway="506: L-tryptophan ligation to tRNA(Trp)";ITERM:00401="tryptophanyl-tRNA synthetase (EC 6.1.1.2)";KEGG_module="M00359: Aminoacyl-tRNA biosynthesis, eukaryotes";KO:K01867="tryptophanyl-tRNA synthetase [EC:6.1.1.2]";Metacyc="TRNA-CHARGING-PWY: tRNA charging";TIGR00233="tryptophanyl-tRNA synthetase";pfam00579="tRNA-synt_1b"
Atu2652	Essential	COG0181="Porphobilinogen deaminase";EC:2.5.1.61="Hydroxymethylbilane synthase.";Gene_symbol="hemC";IMG_pathway="80: Uroporphyrinogen biosynthesis";ITERM:00116="hydroxymethylbilane synthase (EC 2.5.1.61)";KEGG_module="M00121: Heme biosynthesis, glutamate => protoheme/siroheme";KO:K01749="hydroxymethylbilane synthase [EC:2.5.1.61]";Metacyc="PWY-5188: tetrapyrrole biosynthesis I";SwissProt="Porphobilinogen deaminase";TIGR00212="porphobilinogen deaminase";pfam01379="Porphobil_deam";pfam03900="Porphobil_deamC"
Atu0084	Essential	COG0184="Ribosomal protein S15P/S13E";Gene_symbol="rpsO";ITERM:00304="SSU ribosomal protein S15P";KEGG_module="M00179: Ribosome, archaea";KO:K02956="small subunit ribosomal protein S15";SwissProt="30S ribosomal protein S15";TIGR00952="ribosomal protein S15, bacterial/organelle";pfam00312="Ribosomal_S15"
Atu1622	Essential	COG0187="Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit";EC:5.99.1.-="Isomerases. Other isomerases. Sole sub-subclass for isomerases that do not belong in the other subclasses.";Gene_symbol="gyrB";ITERM:00048="DNA topoisomerase IV subunit B (EC 5.99.1.3)";KO:K02622="topoisomerase IV subunit B [EC:5.99.1.-]";TIGR01055="DNA topoisomerase IV, B subunit, proteobacterial";pfam00204="DNA_gyraseB";pfam00986="DNA_gyraseB_C";pfam01751="Toprim";pfam02518="HATPase_c"
Atu0012	Essential	COG0187="Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit";EC:5.99.1.3="DNA topoisomerase (ATP-hydrolyzing).";Gene_symbol="gyrB";ITERM:00003="DNA gyrase subunit B (EC 5.99.1.3)";KO:K02470="DNA gyrase subunit B [EC:5.99.1.3]";TIGR01059="DNA gyrase, B subunit";pfam00204="DNA_gyraseB";pfam00986="DNA_gyraseB_C";pfam01751="Toprim";pfam02518="HATPase_c"
Atu0589	Essential	COG0190="5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase";EC:1.5.1.5="Methylenetetrahydrofolate dehydrogenase (NADP(+)).";EC:3.5.4.9="Methenyltetrahydrofolate cyclohydrolase.";Gene_symbol="folD";IMG_pathway="958: Conversion of formate to methylenetetrahydrofolate";ITERM:01839="methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)";ITERM:05323="5,10-methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)";KEGG_module="M00140: C1-unit interconversion, prokaryotes";KO:K01491="methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]";Metacyc="PWY-5497: purine nucleotides degradation IV (anaerobic)";pfam00763="THF_DHG_CYH";pfam02882="THF_DHG_CYH_C"
Atu1101	Essential	COG0194="Guanylate kinase";EC:2.7.4.8="Guanylate kinase.";Gene_symbol="gmk";IMG_pathway="296: GTP biosynthesis";ITERM:01288="guanylate kinase (EC 2.7.4.8)";KEGG_module="M00050: Guanine ribonucleotide biosynthesis IMP => GDP,GTP";KO:K00942="guanylate kinase [EC:2.7.4.8]";Metacyc="PWY-6125: guanosine nucleotides <i>de novo</i> biosynthesis";TIGR03263="guanylate kinase";pfam00625="Guanylate_kin"
Atu0089	Essential	COG0195="Transcription elongation factor";Gene_symbol="nusA";ITERM:02229="NusA antitermination factor";KO:K02600="N utilization substance protein A";TIGR01953="transcription termination factor NusA";TIGR01954="transcription termination factor NusA, C-terminal duplication";pfam00575="S1";pfam08529="NusA_N";pfam13184="KH_5"
